Postcode, Earliest Achieveable Weekday Del Time, Saturday, Depot, Area
TR7 ,10:30,10:30,201,0
TR8 ,10:30,10:30,201,0
TR9 ,10:30,10:30,201,0
TR10,10:30,10:30,201,0
TR11,10:30,10:30,201,0
TR12,12:00,12:00,201,0
TR13,10:30,10:30,201,0
TR14,10:30,10:30,201,0
TR15,10:30,10:30,201,0
TR16,10:30,10:30,201,0
TR17,10:30,10:30,201,0
TR18,10:30,10:30,201,0
TR19,12:00,12:00,201,0
TR20,10:30,10:30,201,0
TR21,2 days,-,201,0
TR22,2 days,-,201,0
TR23,2 days,-,201,0
TR24,2 days,-,201,0
TR25,2 days,-,201,0
TR26,10:30,10:30,201,0
TR27,10:30,10:30,201,0
TR93,10:30,10:30,201,0
TS1 ,10:30,10:30,90,0
TS2 ,10:30,10:30,90,0
TS3 ,10:30,10:30,90,0
TS4 ,10:30,10:30,90,0
TS5 ,10:30,10:30,90,0
TS6 ,10:30,10:30,90,0
TS7 ,10:30,10:30,90,0
TS8 ,10:30,10:30,90,0
TS9 ,10:30,10:30,90,0
TS10,10:30,10:30,90,0
TS11,10:30,10:30,90,0
TS12,10:30,10:30,90,0
TS13,10:30,10:30,90,0
TS14,10:30,10:30,90,0
TS15,10:30,10:30,90,0
TS16,10:30,10:30,90,0
TS17,10:30,10:30,90,0
TS18,10:30,10:30,90,0
TS19,10:30,10:30,90,0
TS20,10:30,10:30,90,0
TS21,10:30,10:30,90,0
TS22,10:30,10:30,90,0
TS23,10:30,10:30,90,0
TS24,10:30,10:30,90,0
TS25,10:30,10:30,90,0
TS26,10:30,10:30,90,0
TS27,10:30,10:30,90,0
TS28,10:30,10:30,90,0
TS29,10:30,10:30,90,0
TW1 ,10:30,10:30,311,0
TW2 ,10:30,10:30,311,0
TW3 ,10:30,10:30,311,0
TW4 ,10:30,10:30,311,0
TW5 ,10:30,10:30,311,0
TW6 ,10:30,10:30,311,0
TW7 ,10:30,10:30,311,0
TW8 ,10:30,10:30,265,0
TW9 ,10:30,10:30,265,0
TW10,10:30,10:30,265,0
TW11,10:30,10:30,311,0
TW12,10:30,10:30,311,0
TW13,10:30,10:30,311,0
TW14,10:30,10:30,311,0
TW15,10:30,10:30,311,0
TW16,10:30,10:30,311,0
TW17,10:30,10:30,311,0
TW18,10:30,10:30,311,0
TW19,10:30,10:30,311,0
TW20,10:30,10:30,311,0
UB1 ,10:30,10:30,311,0
UB2 ,10:30,10:30,311,0
UB3 ,10:30,10:30,311,0
UB4 ,10:30,10:30,16,0
UB5 ,10:30,10:30,16,0
UB6 ,10:30,10:30,16,0
UB7 ,10:30,10:30,311,0
UB8 ,10:30,10:30,16,0
UB9 ,10:30,10:30,16,0
UB10,10:30,10:30,16,0
UB11,10:30,10:30,311,0
UB18,10:30,10:30,311,0
W2  ,10:30,10:30,81,0
W3  ,10:30,10:30,265,0
W4  ,10:30,10:30,265,0
W5  ,10:30,10:30,265,0
W6  ,10:30,10:30,265,0
W7  ,10:30,10:30,265,0
W8  ,10:30,10:30,81,0
W9  ,10:30,10:30,81,0
W10 ,10:30,10:30,81,0
W11 ,10:30,10:30,81,0
W12 ,10:30,10:30,265,0
W13 ,10:30,10:30,265,0
W14 ,10:30,10:30,81,0
W1A ,10:30,10:30,81,0
W1B ,10:30,10:30,81,0
W1C ,10:30,10:30,81,0
W1D ,10:30,10:30,81,0
W1E ,10:30,10:30,81,0
W1F ,10:30,10:30,81,0
W1G ,10:30,10:30,81,0
W1H ,10:30,10:30,81,0
W1J ,10:30,10:30,81,0
W1K ,10:30,10:30,81,0
W1M ,10:30,10:30,81,0
W1N ,10:30,10:30,81,0
W1P ,10:30,10:30,81,0
W1R ,10:30,10:30,81,0
W1S ,10:30,10:30,81,0
W1T ,10:30,10:30,81,0
W1U ,10:30,10:30,81,0
W1V ,10:30,10:30,81,0
W1W ,10:30,10:30,81,0
W1X ,10:30,10:30,81,0
W1Y ,10:30,10:30,81,0
WA1 ,10:30,10:30,52,0
WA2 ,10:30,10:30,52,0
WA3 ,10:30,10:30,52,0
WA4 ,10:30,10:30,46,0
WA5 ,10:30,10:30,52,0
WA6 ,10:30,10:30,46,0
WA7 ,10:30,10:30,46,0
WA8 ,10:30,10:30,52,0
WA9 ,10:30,10:30,52,0
WA10,10:30,10:30,52,0
WA11,10:30,10:30,52,0
WA12,10:30,10:30,52,0
WA13,10:30,10:30,53,0
WA14,10:30,10:30,53,0
WA15,10:30,10:30,53,0
WA16,10:30,10:30,53,0
WA88,10:30,10:30,52,0
WC1A,10:30,10:30,81,0
WC1B,10:30,10:30,81,0
WC1E,10:30,10:30,81,0
WC1H,10:30,10:30,81,0
WC1N,10:30,10:30,81,0
WC1R,10:30,10:30,81,0
WC1V,10:30,10:30,81,0
WC1X,10:30,10:30,81,0
WC2A,10:30,10:30,81,0
WC2B,10:30,10:30,81,0
WC2E,10:30,10:30,81,0
WC2H,10:30,10:30,81,0
WC2N,10:30,10:30,81,0
WC2R,10:30,10:30,81,0
WC99,10:30,10:30,81,0
WD1 ,10:30,10:30,23,0
WD2 ,10:30,10:30,23,0
WD3 ,10:30,10:30,23,0
WD4 ,10:30,10:30,23,0
WD5 ,10:30,10:30,23,0
WD6 ,10:30,10:30,23,0
WD7 ,10:30,10:30,23,0
WD17,10:30,10:30,23,0
WD18,10:30,10:30,23,0
WD19,10:30,10:30,23,0
WD23,10:30,10:30,23,0
WD24,10:30,10:30,23,0
WD25,10:30,10:30,23,0
WF1 ,10:30,10:30,279,0
WF2 ,10:30,10:30,279,0
WF3 ,10:30,10:30,279,0
WF4 ,10:30,10:30,279,0
WF5 ,10:30,10:30,279,0
WF6 ,10:30,10:30,279,0
WF7 ,10:30,10:30,279,0
WF8 ,10:30,10:30,279,0
WF9 ,10:30,10:30,279,0
WF10,10:30,10:30,279,0
WF11,10:30,10:30,279,0
WF12,10:30,10:30,279,0
WF13,10:30,10:30,279,0
WF14,10:30,10:30,279,0
WF15,10:30,10:30,279,0
WF16,10:30,10:30,279,0
WF17,10:30,10:30,279,0
WF90,10:30,10:30,279,0
WN1 ,10:30,10:30,80,0
WN2 ,10:30,10:30,80,0
WN3 ,10:30,10:30,80,0
WN4 ,10:30,10:30,80,0
WN5 ,10:30,10:30,80,0
WN6 ,10:30,10:30,80,0
WN7 ,10:30,10:30,80,0
WN8 ,10:30,10:30,80,0
WR1 ,10:30,10:30,87,0
WR2 ,10:30,10:30,87,0
WR3 ,10:30,10:30,87,0
WR4 ,10:30,10:30,87,0
WR5 ,10:30,10:30,87,0
WR6 ,10:30,10:30,87,0
WR7 ,10:30,10:30,87,0
WR8 ,10:30,10:30,87,0
WR9 ,10:30,10:30,87,0
WR10,10:30,10:30,87,0
WR11,10:30,10:30,87,0
WR12,10:30,10:30,87,0
WR13,10:30,10:30,87,0
WR14,10:30,10:30,87,0
WR15,10:30,10:30,87,0
WR78,10:30,10:30,87,0
WR99,10:30,10:30,87,0
WS1 ,10:30,10:30,44,0
WS2 ,10:30,10:30,44,0
WS3 ,10:30,10:30,44,0
WS4 ,10:30,10:30,44,0
WS5 ,10:30,10:30,44,0
WS6 ,10:30,10:30,44,0
WS7 ,10:30,10:30,44,0
WS8 ,10:30,10:30,44,0
WS9 ,10:30,10:30,44,0
WS10,10:30,10:30,44,0
WS11,10:30,10:30,44,0
WS12,10:30,10:30,44,0
WS13,10:30,10:30,44,0
WS14,10:30,10:30,44,0
WS15,10:30,10:30,44,0
WV1 ,10:30,10:30,44,0
WV2 ,10:30,10:30,44,0
WV3 ,10:30,10:30,44,0
WV4 ,10:30,10:30,44,0
WV5 ,10:30,10:30,44,0
WV6 ,10:30,10:30,44,0
WV7 ,10:30,10:30,44,0
WV8 ,10:30,10:30,44,0
WV9 ,10:30,10:30,44,0
WV10,10:30,10:30,44,0
WV11,10:30,10:30,44,0
WV12,10:30,10:30,44,0
WV13,10:30,10:30,44,0
WV14,10:30,10:30,44,0
WV15,10:30,10:30,44,0
WV16,10:30,10:30,44,0
WV98,10:30,10:30,44,0
YO1 ,10:30,10:30,254,0
YO7 ,10:30,10:30,254,0
YO8 ,10:30,10:30,254,0
YO10,10:30,10:30,254,0
YO11,10:30,10:30,54,0
YO12,10:30,10:30,54,0
YO13,10:30,10:30,54,0
YO14,10:30,10:30,54,0
YO15,10:30,10:30,54,0
YO16,10:30,10:30,54,0
YO17,10:30,10:30,54,0
YO18,10:30,10:30,54,0
YO19,10:30,10:30,254,0
YO21,10:30,10:30,54,0
YO22,10:30,10:30,54,0
YO23,10:30,10:30,254,0
YO24,10:30,10:30,254,0
YO25,10:30,10:30,54,0
YO26,10:30,10:30,254,0
YO30,10:30,10:30,254,0
YO31,10:30,10:30,254,0
YO32,10:30,10:30,254,0
YO41,10:30,10:30,254,0
YO42,10:30,10:30,254,0
YO43,10:30,10:30,254,0
YO51,10:30,10:30,254,0
YO60,10:30,10:30,54,0
YO61,10:30,10:30,254,0
YO62,10:30,10:30,54,0
YO90,10:30,10:30,254,0
YO91,10:30,10:30,254,0
ZE1 ,5 days,-,296,8
ZE2 ,5 days,-,296,8
ZE3 ,5 days,-,296,8
ZZ1 ,10:30,10:30,100,0
ZZ2 ,12:00,12:00,102,0
ZZ3 ,16:00,16:00,100,0
