Postcode, Earliest Achieveable Weekday Del Time, Saturday, Depot, Area
NR3 ,10:30,10:30,40,0
NR4 ,10:30,10:30,40,0
NR5 ,10:30,10:30,40,0
NR6 ,10:30,10:30,40,0
NR7 ,10:30,10:30,40,0
NR8 ,10:30,10:30,40,0
NR9 ,10:30,10:30,40,0
NR10,10:30,10:30,40,0
NR11,12:00,12:00,40,0
NR12,10:30,10:30,40,0
NR13,10:30,10:30,40,0
NR14,10:30,10:30,40,0
NR15,10:30,10:30,40,0
NR16,10:30,10:30,40,0
NR17,10:30,10:30,40,0
NR18,10:30,10:30,40,0
NR19,10:30,10:30,40,0
NR20,10:30,10:30,40,0
NR21,12:00,12:00,40,0
NR22,12:00,12:00,40,0
NR23,12:00,12:00,40,0
NR24,12:00,12:00,40,0
NR25,12:00,12:00,40,0
NR26,12:00,12:00,40,0
NR27,12:00,12:00,40,0
NR28,10:30,10:30,40,0
NR29,10:30,10:30,40,0
NR30,10:30,10:30,40,0
NR31,10:30,10:30,40,0
NR32,10:30,10:30,40,0
NR33,10:30,10:30,40,0
NR34,10:30,10:30,40,0
NR35,10:30,10:30,40,0
NW1 ,10:30,10:30,81,0
NW2 ,10:30,10:30,81,0
NW3 ,10:30,10:30,81,0
NW4 ,10:30,10:30,81,0
NW5 ,10:30,10:30,81,0
NW6 ,10:30,10:30,81,0
NW7 ,10:30,10:30,81,0
NW8 ,10:30,10:30,81,0
NW9 ,10:30,10:30,81,0
NW10,10:30,10:30,81,0
NW11,10:30,10:30,81,0
NW1W,10:30,10:30,81,0
OL1 ,10:30,10:30,295,0
OL2 ,10:30,10:30,295,0
OL3 ,10:30,10:30,295,0
OL4 ,10:30,10:30,295,0
OL5 ,10:30,10:30,47,0
OL6 ,10:30,10:30,47,0
OL7 ,10:30,10:30,47,0
OL8 ,10:30,10:30,295,0
OL9 ,10:30,10:30,295,0
OL10,10:30,10:30,295,0
OL11,10:30,10:30,295,0
OL12,10:30,10:30,295,0
OL13,10:30,10:30,295,0
OL14,10:30,10:30,295,0
OL15,10:30,10:30,295,0
OL16,10:30,10:30,295,0
OX1 ,10:30,10:30,15,0
OX2 ,10:30,10:30,15,0
OX3 ,10:30,10:30,15,0
OX4 ,10:30,10:30,15,0
OX5 ,10:30,10:30,15,0
OX6 ,10:30,10:30,15,0
OX7 ,10:30,10:30,36,0
OX8 ,10:30,10:30,36,0
OX9 ,10:30,10:30,36,0
OX10,10:30,10:30,36,0
OX11,10:30,10:30,36,0
OX12,10:30,10:30,36,0
OX13,10:30,10:30,36,0
OX14,10:30,10:30,36,0
OX15,10:30,10:30,15,0
OX16,10:30,10:30,15,0
OX17,10:30,10:30,15,0
OX18,10:30,10:30,36,0
OX20,10:30,10:30,36,0
OX25,10:30,10:30,15,0
OX26,10:30,10:30,15,0
OX27,10:30,10:30,15,0
OX28,10:30,10:30,36,0
OX29,10:30,10:30,36,0
OX33,10:30,10:30,36,0
OX39,10:30,10:30,36,0
OX44,10:30,10:30,36,0
OX49,10:30,10:30,36,0
PA1 ,10:30,10:30,86,17
PA2 ,10:30,10:30,86,17
PA3 ,10:30,10:30,86,17
PA4 ,10:30,10:30,86,17
PA5 ,10:30,10:30,86,17
PA6 ,10:30,10:30,86,17
PA7 ,10:30,10:30,86,17
PA8 ,10:30,10:30,86,17
PA9 ,10:30,10:30,86,17
PA10,10:30,10:30,86,17
PA11,10:30,10:30,86,17
PA12,10:30,10:30,86,17
PA13,10:30,10:30,86,17
PA14,10:30,10:30,86,17
PA15,10:30,10:30,86,17
PA16,10:30,10:30,86,17
PA17,12:00,12:00,86,17
PA18,12:00,12:00,86,17
PA19,10:30,10:30,86,17
PA20,2 days,-,297,8
PA21,2 days,-,297,13
PA22,2 days,-,297,13
PA23,2 days,-,297,13
PA24,2 days,-,297,13
PA25,2 days,-,297,13
PA26,2 days,-,297,13
PA27,2 days,-,297,13
PA28,2 days,-,297,13
PA29,2 days,-,297,13
PA30,2 days,-,297,13
PA31,2 days,-,297,13
PA32,2 days,-,297,13
PA33,2 days,-,297,13
PA34,2 days,-,297,13
PA35,2 days,-,297,13
PA36,2 days,-,297,13
PA37,2 days,-,297,13
PA38,2 days,-,297,13
PA41,3 days,-,297,8
PA42,3 days,-,297,8
PA43,3 days,-,297,8
PA44,3 days,-,297,8
PA45,3 days,-,297,8
PA46,3 days,-,297,8
PA47,3 days,-,297,8
PA48,3 days,-,297,8
PA49,3 days,-,297,8
PA60,5 days,-,297,8
PA61,3 days,-,297,8
PA62,3 days,-,297,8
PA63,3 days,-,297,8
PA64,3 days,-,297,8
PA65,3 days,-,297,8
PA66,3 days,-,297,8
PA67,3 days,-,297,8
PA68,3 days,-,297,8
PA69,3 days,-,297,8
PA70,3 days,-,297,8
PA71,3 days,-,297,8
PA72,3 days,-,297,8
PA73,3 days,-,297,8
PA74,3 days,-,297,8
PA75,3 days,-,297,8
PA76,5 days,-,297,8
PA77,5 days,-,297,8
PA78,5 days,-,297,8
PA80,3 days,-,97,13
PE1 ,10:30,10:30,38,0
PE2 ,10:30,10:30,38,0
PE3 ,10:30,10:30,38,0
PE4 ,10:30,10:30,38,0
PE5 ,10:30,10:30,38,0
PE6 ,10:30,10:30,38,0
PE7 ,10:30,10:30,38,0
PE8 ,10:30,10:30,38,0
PE9 ,10:30,10:30,38,0
PE10,10:30,10:30,39,0
PE11,10:30,10:30,39,0
PE12,10:30,10:30,39,0
PE13,10:30,10:30,43,0
PE14,10:30,10:30,43,0
PE15,10:30,10:30,38,0
PE16,10:30,10:30,38,0
PE17,10:30,10:30,38,0
PE18,10:30,10:30,38,0
PE19,10:30,10:30,38,0
PE20,12:00,12:00,39,0
PE21,12:00,12:00,39,0
PE22,12:00,12:00,39,0
PE23,12:00,12:00,39,0
PE24,12:00,12:00,39,0
PE25,12:00,12:00,39,0
PE26,10:30,10:30,38,0
PE27,10:30,10:30,38,0
PE28,10:30,10:30,38,0
PE29,10:30,10:30,38,0
PE30,10:30,10:30,43,0
PE31,10:30,10:30,43,0
PE32,10:30,10:30,43,0
PE33,10:30,10:30,43,0
PE34,10:30,10:30,43,0
PE35,10:30,10:30,43,0
PE36,10:30,10:30,43,0
PE37,10:30,10:30,43,0
PE38,10:30,10:30,43,0
PH1 ,16:00,-,651,17
PH2 ,16:00,-,651,17
PH3 ,16:00,-,651,13
PH4 ,16:00,-,651,13
PH5 ,16:00,-,651,13
PH6 ,16:00,-,651,13
PH7 ,16:00,-,651,13
PH8 ,16:00,-,651,13
PH9 ,16:00,-,651,13
PH10,16:00,-,651,13
PH11,16:00,-,651,13
PH12,16:00,-,651,13
PH13,16:00,-,651,13
PH14,16:00,-,651,17
PH15,16:00,-,651,13
PH16,16:00,-,651,13
PH17,16:00,-,651,13
PH18,16:00,-,651,13
PH19,2 days,-,97,13
PH20,2 days,-,97,13
PH21,2 days,-,97,13
PH22,2 days,-,97,13
PH23,2 days,-,97,13
PH24,2 days,-,97,13
PH25,2 days,-,97,13
PH26,2 days,-,97,13
PH30,2 days,-,97,13
PH31,2 days,-,97,13
PH32,2 days,-,97,13
PH33,2 days,-,97,13
PH34,2 days,-,97,13
PH35,2 days,-,97,13
PH36,2 days,-,97,13
PH37,2 days,-,97,13
PH38,2 days,-,97,13
PH39,2 days,-,97,13
PH40,2 days,-,97,13
PH41,2 days,-,97,13
PH42,5 days,-,97,8
PH43,5 days,-,97,8
PH44,5 days,-,97,8
PH49,2 days,-,97,13
PH50,2 days,-,97,13
PL1 ,10:30,10:30,1,0
PL2 ,10:30,10:30,1,0
PL3 ,10:30,10:30,1,0
PL4 ,10:30,10:30,1,0
PL5 ,10:30,10:30,1,0
PL6 ,10:30,10:30,1,0
PL7 ,10:30,10:30,1,0
PL8 ,10:30,10:30,1,0
PL9 ,10:30,10:30,1,0
PL10,10:30,10:30,1,0
PL11,10:30,10:30,1,0
PL12,10:30,10:30,1,0
PL13,10:30,10:30,1,0
PL14,10:30,10:30,1,0
PL15,10:30,10:30,1,0
PL16,10:30,10:30,1,0
PL17,10:30,10:30,1,0
PL18,10:30,10:30,1,0
PL19,10:30,10:30,1,0
PL20,10:30,10:30,1,0
PL21,10:30,10:30,1,0
PL22,10:30,10:30,1,0
PL23,10:30,10:30,1,0
PL24,10:30,10:30,1,0
PL25,12:00,12:00,201,0
PL26,12:00,12:00,201,0
PL27,12:00,12:00,201,0
PL28,10:30,10:30,201,0
PL29,10:30,10:30,1,0
PL30,10:30,10:30,1,0
PL31,10:30,10:30,1,0
PL32,10:30,10:30,1,0
PL33,10:30,10:30,1,0
PL34,10:30,10:30,1,0
PL35,10:30,10:30,1,0
PO1 ,10:30,10:30,6,0
PO2 ,10:30,10:30,6,0
PO3 ,10:30,10:30,6,0
PO4 ,10:30,10:30,6,0
PO5 ,10:30,10:30,6,0
PO6 ,10:30,10:30,6,0
PO7 ,10:30,10:30,6,0
PO8 ,10:30,10:30,6,0
PO9 ,10:30,10:30,6,0
PO10,10:30,10:30,6,0
PO11,10:30,10:30,6,0
PO12,10:30,10:30,6,0
PO13,10:30,10:30,6,0
PO14,10:30,10:30,6,0
PO15,10:30,10:30,6,0
PO16,10:30,10:30,6,0
PO17,10:30,10:30,6,0
PO18,10:30,10:30,6,0
PO19,10:30,10:30,6,0
PO20,10:30,10:30,6,0
PO21,10:30,10:30,6,0
PO22,10:30,10:30,6,0
PO30,16:00,-,5,6
PO31,16:00,-,5,6
PO32,16:00,-,5,6
PO33,16:00,-,5,6
PO34,16:00,-,5,6
PO35,16:00,-,5,6
PO36,16:00,-,5,6
PO37,16:00,-,5,6
PO38,16:00,-,5,6
PO39,16:00,-,5,6
PO40,16:00,-,5,6
PO41,16:00,-,5,6
PR0 ,10:30,10:30,56,0
PR1 ,10:30,10:30,56,0
PR2 ,10:30,10:30,56,0
PR3 ,10:30,10:30,56,0
PR4 ,10:30,10:30,56,0
PR5 ,10:30,10:30,56,0
PR6 ,10:30,10:30,56,0
PR7 ,10:30,10:30,56,0
PR8 ,10:30,10:30,56,0
PR9 ,10:30,10:30,56,0
PR25,10:30,10:30,56,0
PR26,10:30,10:30,56,0
RG1 ,10:30,10:30,10,0
RG2 ,10:30,10:30,10,0
RG4 ,10:30,10:30,36,0
RG5 ,10:30,10:30,10,0
RG6 ,10:30,10:30,10,0
RG7 ,10:30,10:30,10,0
RG8 ,10:30,10:30,36,0
RG9 ,10:30,10:30,23,0
RG10,10:30,10:30,23,0
RG12,10:30,10:30,10,0
RG14,10:30,10:30,36,0
RG17,10:30,10:30,14,0
RG18,10:30,10:30,36,0
RG19,10:30,10:30,36,0
RG20,10:30,10:30,36,0
RG21,10:30,10:30,10,0
RG22,10:30,10:30,10,0
RG23,10:30,10:30,10,0
RG24,10:30,10:30,10,0
RG25,10:30,10:30,10,0
RG26,10:30,10:30,14,0
RG27,10:30,10:30,10,0
RG28,10:30,10:30,14,0
RG29,10:30,10:30,10,0
RG30,10:30,10:30,10,0
RG31,10:30,10:30,10,0
RG40,10:30,10:30,10,0
RG41,10:30,10:30,10,0
RG42,10:30,10:30,10,0
RG45,10:30,10:30,10,0
RH1 ,10:30,10:30,283,0
RH2 ,10:30,10:30,283,0
RH3 ,10:30,10:30,283,0
RH4 ,10:30,10:30,283,0
RH5 ,10:30,10:30,283,0
RH6 ,10:30,10:30,283,0
RH7 ,10:30,10:30,283,0
RH8 ,10:30,10:30,283,0
RH9 ,10:30,10:30,283,0
RH10,10:30,10:30,283,0
RH11,10:30,10:30,283,0
RH12,10:30,10:30,283,0
RH13,10:30,10:30,283,0
RH14,10:30,10:30,283,0
RH15,10:30,10:30,283,0
RH16,10:30,10:30,283,0
RH17,10:30,10:30,283,0
RH18,10:30,10:30,283,0
RH19,10:30,10:30,283,0
RH20,10:30,10:30,283,0
RM1 ,10:30,10:30,19,0
RM2 ,10:30,10:30,19,0
RM3 ,10:30,10:30,19,0
RM4 ,10:30,10:30,19,0
RM5 ,10:30,10:30,19,0
RM6 ,10:30,10:30,19,0
RM7 ,10:30,10:30,19,0
RM8 ,10:30,10:30,19,0
RM9 ,10:30,10:30,19,0
RM10,10:30,10:30,19,0
RM11,10:30,10:30,19,0
RM12,10:30,10:30,19,0
RM13,10:30,10:30,19,0
RM14,10:30,10:30,19,0
RM15,10:30,10:30,19,0
RM16,10:30,10:30,19,0
RM17,10:30,10:30,19,0
RM18,10:30,10:30,19,0
RM19,10:30,10:30,19,0
RM20,10:30,10:30,19,0
S1  ,10:30,10:30,48,0
S2  ,10:30,10:30,48,0
S3  ,10:30,10:30,48,0
S4  ,10:30,10:30,48,0
S5  ,10:30,10:30,48,0
S6  ,10:30,10:30,48,0
S7  ,10:30,10:30,48,0
S8  ,10:30,10:30,48,0
S9  ,10:30,10:30,48,0
S10 ,10:30,10:30,48,0
S11 ,10:30,10:30,48,0
S12 ,10:30,10:30,48,0
S13 ,10:30,10:30,48,0
S14 ,10:30,10:30,48,0
S17 ,10:30,10:30,48,0
S18 ,10:30,10:30,48,0
S19 ,10:30,10:30,48,0
S20 ,10:30,10:30,48,0
S21 ,10:30,10:30,48,0
S25 ,10:30,10:30,48,0
S26 ,10:30,10:30,48,0
S30 ,10:30,10:30,48,0
S31 ,10:30,10:30,48,0
S32 ,10:30,10:30,48,0
S33 ,10:30,10:30,48,0
S35 ,10:30,10:30,48,0
S36 ,10:30,10:30,48,0
S40 ,10:30,10:30,48,0
S41 ,10:30,10:30,48,0
S42 ,10:30,10:30,48,0
S43 ,10:30,10:30,48,0
S44 ,10:30,10:30,48,0
S45 ,10:30,10:30,48,0
S49 ,10:30,10:30,48,0
S60 ,10:30,10:30,48,0
S61 ,10:30,10:30,48,0
S62 ,10:30,10:30,48,0
S63 ,10:30,10:30,48,0
S64 ,10:30,10:30,48,0
S65 ,10:30,10:30,48,0
S66 ,10:30,10:30,48,0
S70 ,10:30,10:30,48,0
S71 ,10:30,10:30,48,0
S72 ,10:30,10:30,48,0
S73 ,10:30,10:30,48,0
S74 ,10:30,10:30,48,0
S75 ,10:30,10:30,48,0
S80 ,10:30,10:30,48,0
S81 ,10:30,10:30,48,0
S96 ,10:30,10:30,48,0
S97 ,10:30,10:30,48,0
S98 ,10:30,10:30,48,0
SA1 ,10:30,10:30,25,0
SA2 ,10:30,10:30,25,0
SA3 ,10:30,10:30,25,0
SA4 ,10:30,10:30,25,0
SA5 ,10:30,10:30,25,0
SA6 ,10:30,10:30,25,0
SA7 ,10:30,10:30,25,0
SA8 ,10:30,10:30,25,0
SA9 ,10:30,10:30,25,0
SA10,10:30,10:30,25,0
SA11,10:30,10:30,25,0
SA12,10:30,10:30,25,0
SA13,10:30,10:30,25,0
SA14,10:30,10:30,25,0
SA15,10:30,10:30,25,0
SA16,10:30,10:30,25,0
SA17,10:30,10:30,25,0
SA18,10:30,10:30,25,0
SA19,10:30,10:30,25,0
SA20,10:30,10:30,25,0
SA31,10:30,10:30,25,0
SA32,10:30,10:30,25,0
SA33,10:30,10:30,25,0
SA34,10:30,10:30,25,0
SA35,10:30,10:30,25,0
SA36,10:30,10:30,25,0
SA37,10:30,10:30,25,0
SA38,10:30,10:30,25,0
SA39,10:30,10:30,25,0
SA40,10:30,10:30,25,0
SA41,10:30,10:30,25,0
SA42,10:30,10:30,25,0
SA43,10:30,10:30,25,0
SA44,10:30,10:30,25,0
SA45,10:30,10:30,25,0
SA46,10:30,10:30,25,0
SA47,10:30,10:30,25,0
SA48,10:30,10:30,25,0
SA61,10:30,10:30,25,0
SA62,10:30,10:30,25,0
SA63,10:30,10:30,25,0
SA64,10:30,10:30,25,0
SA65,10:30,10:30,25,0
SA66,10:30,10:30,25,0
SA67,10:30,10:30,25,0
SA68,10:30,10:30,25,0
SA69,10:30,10:30,25,0
SA70,10:30,10:30,25,0
SA71,10:30,10:30,25,0
SA72,10:30,10:30,25,0
SA73,10:30,10:30,25,0
SA99,10:30,10:30,25,0
SE1 ,10:30,10:30,64,0
SE2 ,10:30,10:30,91,0
SE3 ,10:30,10:30,89,0
SE4 ,10:30,10:30,89,0
SE5 ,10:30,10:30,89,0
SE6 ,10:30,10:30,89,0
SE7 ,10:30,10:30,89,0
SE8 ,10:30,10:30,89,0
SE9 ,10:30,10:30,89,0
SE10,10:30,10:30,89,0
SE11,10:30,10:30,89,0
SE12,10:30,10:30,89,0
SE13,10:30,10:30,89,0
SE14,10:30,10:30,89,0
SE15,10:30,10:30,89,0
SE16,10:30,10:30,89,0
SE17,10:30,10:30,89,0
SE18,10:30,10:30,89,0
SE19,10:30,10:30,89,0
SE1P,10:30,10:30,64,0
SE20,10:30,10:30,89,0
SE21,10:30,10:30,89,0
SE22,10:30,10:30,89,0
SE23,10:30,10:30,89,0
SE24,10:30,10:30,89,0
SE25,10:30,10:30,89,0
SE26,10:30,10:30,89,0
SE27,10:30,10:30,89,0
SE28,10:30,10:30,91,0
SG1 ,10:30,10:30,31,0
SG2 ,10:30,10:30,31,0
SG3 ,10:30,10:30,31,0
SG4 ,10:30,10:30,31,0
SG5 ,10:30,10:30,31,0
SG6 ,10:30,10:30,31,0
SG7 ,10:30,10:30,31,0
SG8 ,10:30,10:30,31,0
SG9 ,10:30,10:30,31,0
SG10,10:30,10:30,31,0
SG11,10:30,10:30,31,0
SG12,10:30,10:30,31,0
SG13,10:30,10:30,31,0
SG14,10:30,10:30,31,0
SG15,10:30,10:30,31,0
SG16,10:30,10:30,31,0
SG17,10:30,10:30,31,0
SG18,10:30,10:30,31,0
SG19,10:30,10:30,31,0
SK1 ,10:30,10:30,47,0
SK2 ,10:30,10:30,47,0
SK3 ,10:30,10:30,47,0
SK4 ,10:30,10:30,47,0
SK5 ,10:30,10:30,47,0
SK6 ,10:30,10:30,47,0
SK7 ,10:30,10:30,47,0
SK8 ,10:30,10:30,47,0
SK9 ,10:30,10:30,47,0
SK10,10:30,10:30,47,0
SK11,10:30,10:30,47,0
SK12,10:30,10:30,47,0
SK13,10:30,10:30,47,0
SK14,10:30,10:30,47,0
SK15,10:30,10:30,47,0
SK16,10:30,10:30,47,0
SK17,10:30,10:30,47,0
SK22,10:30,10:30,47,0
SK23,10:30,10:30,47,0
SL0 ,10:30,10:30,16,0
SL1 ,10:30,10:30,16,0
SL2 ,10:30,10:30,16,0
SL3 ,10:30,10:30,16,0
SL4 ,10:30,10:30,16,0
SL5 ,10:30,10:30,16,0
SL6 ,10:30,10:30,16,0
SL7 ,10:30,10:30,16,0
SL8 ,10:30,10:30,16,0
SL9 ,10:30,10:30,16,0
SM1 ,10:30,10:30,265,0
SM2 ,10:30,10:30,265,0
SM3 ,10:30,10:30,265,0
SM4 ,10:30,10:30,265,0
SM5 ,10:30,10:30,265,0
SM6 ,10:30,10:30,265,0
SM7 ,10:30,10:30,265,0
SN1 ,10:30,10:30,14,0
SN2 ,10:30,10:30,14,0
SN3 ,10:30,10:30,14,0
SN4 ,10:30,10:30,14,0
SN5 ,10:30,10:30,14,0
SN6 ,10:30,10:30,14,0
SN7 ,10:30,10:30,36,0
SN8 ,10:30,10:30,14,0
SN9 ,10:30,10:30,14,0
SN10,10:30,10:30,14,0
SN11,10:30,10:30,14,0
SN12,10:30,10:30,14,0
SN13,10:30,10:30,14,0
SN14,10:30,10:30,14,0
SN15,10:30,10:30,14,0
SN16,10:30,10:30,14,0
SN25,10:30,10:30,14,0
SN26,10:30,10:30,14,0
SN38,10:30,10:30,14,0
SN99,10:30,10:30,14,0
SO14,10:30,10:30,5,0
SO15,10:30,10:30,5,0
SO16,10:30,10:30,5,0
SO17,10:30,10:30,6,0
SO18,10:30,10:30,6,0
SO19,10:30,10:30,6,0
SO20,10:30,10:30,5,0
SO21,10:30,10:30,6,0
SO22,10:30,10:30,6,0
SO23,10:30,10:30,6,0
SO24,10:30,10:30,6,0
SO30,10:30,10:30,6,0
SO31,10:30,10:30,6,0
SO32,10:30,10:30,6,0
SO40,10:30,10:30,5,0
SO41,10:30,10:30,5,0
SO42,10:30,10:30,5,0
SO43,10:30,10:30,5,0
SO45,10:30,10:30,5,0
SO50,10:30,10:30,6,0
SO51,10:30,10:30,5,0
SO52,10:30,10:30,6,0
SO53,10:30,10:30,6,0
SO97,10:30,10:30,6,0
SP1 ,10:30,10:30,9,0
SP2 ,10:30,10:30,9,0
SP3 ,10:30,10:30,9,0
SP4 ,10:30,10:30,9,0
SP5 ,10:30,10:30,9,0
SP6 ,10:30,10:30,299,0
SP7 ,16:00,16:00,299,0
SP8 ,16:00,16:00,299,0
SP9 ,10:30,10:30,9,0
SP10,10:30,10:30,9,0
SP11,10:30,10:30,9,0
SR1 ,10:30,10:30,60,0
SR2 ,10:30,10:30,60,0
SR3 ,10:30,10:30,60,0
SR4 ,10:30,10:30,60,0
SR5 ,10:30,10:30,60,0
SR6 ,10:30,10:30,60,0
SR7 ,10:30,10:30,60,0
SR8 ,10:30,10:30,60,0
SR9 ,10:30,10:30,60,0
SR43,10:30,10:30,60,0
SS0 ,10:30,10:30,219,0
SS1 ,10:30,10:30,219,0
SS2 ,10:30,10:30,219,0
SS3 ,10:30,10:30,219,0
SS4 ,10:30,10:30,219,0
SS5 ,10:30,10:30,219,0
SS6 ,10:30,10:30,219,0
SS7 ,10:30,10:30,219,0
SS8 ,10:30,10:30,219,0
SS9 ,10:30,10:30,219,0
SS11,10:30,10:30,219,0
SS12,10:30,10:30,219,0
SS13,10:30,10:30,219,0
SS14,10:30,10:30,219,0
SS15,10:30,10:30,219,0
SS16,10:30,10:30,219,0
SS17,10:30,10:30,219,0
SS99,10:30,10:30,219,0
ST1 ,10:30,10:30,46,0
ST2 ,10:30,10:30,46,0
ST3 ,10:30,10:30,46,0
ST4 ,10:30,10:30,46,0
ST5 ,10:30,10:30,46,0
ST6 ,10:30,10:30,46,0
ST7 ,10:30,10:30,46,0
ST8 ,10:30,10:30,46,0
ST9 ,10:30,10:30,46,0
ST10,10:30,10:30,46,0
ST11,10:30,10:30,46,0
ST12,10:30,10:30,46,0
ST13,10:30,10:30,46,0
ST14,10:30,10:30,46,0
ST15,10:30,10:30,46,0
ST16,10:30,10:30,44,0
ST17,10:30,10:30,44,0
ST18,10:30,10:30,44,0
ST19,10:30,10:30,44,0
ST20,10:30,10:30,44,0
ST21,10:30,10:30,46,0
SW2 ,10:30,10:30,265,0
SW3 ,10:30,10:30,81,0
SW4 ,10:30,10:30,265,0
SW5 ,10:30,10:30,81,0
SW6 ,10:30,10:30,81,0
SW7 ,10:30,10:30,81,0
SW8 ,10:30,10:30,265,0
SW9 ,10:30,10:30,265,0
SW10,10:30,10:30,81,0
SW11,10:30,10:30,265,0
SW12,10:30,10:30,265,0
SW13,10:30,10:30,265,0
SW14,10:30,10:30,265,0
SW15,10:30,10:30,265,0
SW16,10:30,10:30,89,0
SW17,10:30,10:30,265,0
SW18,10:30,10:30,265,0
SW19,10:30,10:30,265,0
SW1A,10:30,10:30,64,0
SW1E,10:30,10:30,64,0
SW1H,10:30,10:30,64,0
SW1P,10:30,10:30,64,0
SW1V,10:30,10:30,64,0
SW1W,10:30,10:30,64,0
SW1X,10:30,10:30,64,0
SW1Y,10:30,10:30,64,0
SW20,10:30,10:30,265,0
SW95,10:30,10:30,265,0
SY1 ,10:30,10:30,26,0
SY2 ,10:30,10:30,26,0
SY3 ,10:30,10:30,26,0
SY4 ,10:30,10:30,26,0
SY5 ,10:30,10:30,26,0
SY6 ,10:30,10:30,26,0
SY7 ,10:30,10:30,26,0
SY8 ,10:30,10:30,26,0
SY9 ,10:30,10:30,26,0
SY10,10:30,10:30,26,0
SY11,10:30,10:30,26,0
SY12,10:30,10:30,26,0
SY13,10:30,10:30,26,0
SY14,10:30,10:30,26,0
SY15,10:30,10:30,26,0
SY16,10:30,10:30,26,0
SY17,16:00,16:00,226,0
SY18,16:00,16:00,226,0
SY19,16:00,16:00,226,0
SY20,16:00,16:00,226,0
SY21,10:30,10:30,26,0
SY22,10:30,10:30,26,0
SY23,16:00,16:00,226,0
SY24,16:00,16:00,226,0
SY25,16:00,16:00,226,0
TA1 ,12:00,12:00,3,0
TA2 ,12:00,12:00,3,0
TA3 ,12:00,12:00,3,0
TA4 ,10:30,10:30,3,0
TA5 ,10:30,10:30,8,0
TA6 ,10:30,10:30,8,0
TA7 ,10:30,10:30,93,0
TA8 ,10:30,10:30,8,0
TA9 ,10:30,10:30,8,0
TA10,10:30,10:30,93,0
TA11,10:30,10:30,93,0
TA12,10:30,10:30,93,0
TA13,10:30,10:30,93,0
TA14,10:30,10:30,93,0
TA15,10:30,10:30,93,0
TA16,10:30,10:30,93,0
TA17,12:00,12:00,2,0
TA18,12:00,12:00,2,0
TA19,12:00,12:00,2,0
TA20,12:00,12:00,2,0
TA21,12:00,12:00,3,0
TA22,10:30,10:30,3,0
TA23,10:30,10:30,3,0
TA24,10:30,10:30,3,0
TD1 ,16:00,12:00,74,12
TD2 ,16:00,12:00,74,12
TD3 ,16:00,12:00,74,12
TD4 ,16:00,12:00,74,12
TD5 ,16:00,12:00,74,12
TD6 ,16:00,12:00,74,12
TD7 ,16:00,12:00,74,12
TD8 ,16:00,12:00,74,12
TD9 ,16:00,12:00,74,12
TD10,16:00,12:00,74,12
TD11,16:00,12:00,74,12
TD12,16:00,12:00,74,12
TD13,16:00,12:00,74,12
TD14,16:00,12:00,74,12
TD15,16:00,12:00,74,12
TF1 ,10:30,10:30,144,0
TF2 ,10:30,10:30,144,0
TF3 ,10:30,10:30,144,0
TF4 ,10:30,10:30,144,0
TF5 ,10:30,10:30,144,0
TF6 ,10:30,10:30,144,0
TF7 ,10:30,10:30,144,0
TF8 ,10:30,10:30,144,0
TF9 ,10:30,10:30,144,0
TF10,10:30,10:30,144,0
TF11,10:30,10:30,144,0
TF12,10:30,10:30,144,0
TF13,10:30,10:30,144,0
TN1 ,10:30,10:30,92,0
TN2 ,10:30,10:30,92,0
TN3 ,10:30,10:30,92,0
TN4 ,10:30,10:30,92,0
TN5 ,10:30,10:30,92,0
TN6 ,10:30,10:30,283,0
TN7 ,10:30,10:30,283,0
TN8 ,10:30,10:30,283,0
TN9 ,10:30,10:30,92,0
TN10,10:30,10:30,92,0
TN11,10:30,10:30,92,0
TN12,10:30,10:30,92,0
TN13,10:30,10:30,91,0
TN14,10:30,10:30,91,0
TN15,10:30,10:30,91,0
TN16,10:30,10:30,91,0
TN17,10:30,10:30,92,0
TN18,10:30,10:30,92,0
TN19,10:30,10:30,92,0
TN20,10:30,10:30,92,0
TN21,10:30,10:30,207,0
TN22,10:30,10:30,283,0
TN23,10:30,10:30,92,0
TN24,10:30,10:30,92,0
TN25,10:30,10:30,92,0
TN26,10:30,10:30,92,0
TN27,10:30,10:30,92,0
TN28,10:30,10:30,92,0
TN29,10:30,10:30,92,0
TN30,10:30,10:30,92,0
TN31,10:30,10:30,92,0
TN32,10:30,10:30,92,0
TN33,10:30,10:30,92,0
TN34,10:30,10:30,92,0
TN35,10:30,10:30,92,0
TN36,10:30,10:30,92,0
TN37,10:30,10:30,92,0
TN38,10:30,10:30,92,0
TN39,10:30,10:30,92,0
TN40,10:30,10:30,92,0
TQ1 ,16:00,16:00,1,0
TQ2 ,16:00,16:00,1,0
TQ3 ,16:00,16:00,1,0
TQ4 ,16:00,16:00,1,0
TQ5 ,16:00,16:00,1,0
TQ6 ,16:00,16:00,1,0
TQ7 ,16:00,16:00,1,0
TQ8 ,16:00,16:00,1,0
TQ9 ,16:00,16:00,1,0
TQ10,16:00,16:00,1,0
TQ11,16:00,16:00,1,0
TQ12,16:00,16:00,1,0
TQ13,16:00,16:00,1,0
TQ14,16:00,16:00,1,0
TR1 ,10:30,10:30,201,0
TR2 ,12:00,12:00,201,0
TR3 ,10:30,10:30,201,0
TR4 ,10:30,10:30,201,0
TR5 ,10:30,10:30,201,0
TR6 ,10:30,10:30,201,0
